Eswatini,SWZ,66.05761627906979
Sint Maarten (Dutch part),SXM,
Seychelles,SYC,210.35217391304298
Syrian Arab Republic,SYR,92.0671077710614
Turks and Caicos Islands,TCA,39.647368421052605
Chad,TCD,12.2917336404066
East Asia & Pacific (IDA & IBRD countries),TEA,130.18545299129102
Europe & Central Asia (IDA & IBRD countries),TEC,19.978300302458802
Togo,TGO,145.04677330391598
Thailand,THA,135.897206835131
Tajikistan,TJK,65.57271417249079
Turkmenistan,TKM,12.450594769433698
Latin America & the Caribbean (IDA & IBRD countries),TLA,31.3689062356742
Timor-Leste,TLS,85.270477471419
Middle East & North Africa (IDA & IBRD countries),TMN,43.8129297485221
Tonga,TON,143.329166666667
South Asia (IDA & IBRD),TSA,380.24713374608103
Sub-Saharan Africa (IDA & IBRD countries),TSS,50.762084308655794
Trinidad and Tobago,TTO,270.927485380117
Tunisia,TUN,74.44132337796091
Turkey,TUR,106.960128893104
Tuvalu,TUV,383.6
Tanzania,TZA,63.579078798825904
Uganda,UGA,213.06173449032502
Ukraine,UKR,77.0296708039151
Upper middle income,UMC,49.3167042229663
Uruguay,URY,19.7080276539824
United States,USA,35.7136220923495
Uzbekistan,UZB,77.4708509637988
St. Vincent and the Grenadines,VCT,282.589743589744
"Venezuela, RB",VEN,32.7307919052208
British Virgin Islands,VGB,198.68
Virgin Islands (U.S.),VIR,305.648571428571
Vietnam,VNM,308.12524591221296
Vanuatu,VUT,24.0098441345365
World,WLD,59.617880753131196
Samoa,WSM,69.3038869257951
Kosovo,XKX,
"Yemen, Rep.",YEM,53.9778529083092
South Africa,ZAF,47.630119776768396
Zambia,ZMB,23.341478900711603
Zimbabwe,ZWE,37.3245909267158
